date,week,year,carrier,route,buses,passengers,date_parsed,month,quarter,week_of_year,day_of_year,month_name
8/7 - 12/7,Week 28,2024,HCEE - Community,commuter,78.0,1528.0,2024-07-08,7.0,3.0,28,190.0,July
8/7 - 12/7,Week 28,2024,NJ Transit,commuter,2422.0,83174.0,2024-07-08,7.0,3.0,28,190.0,July
8/7 - 12/7,Week 28,2024,Academy,commuter,44.0,1250.0,2024-07-08,7.0,3.0,28,190.0,July
8/7 - 12/7,Week 28,2024,Lakeland,commuter,41.0,1415.0,2024-07-08,7.0,3.0,28,190.0,July
8/7 - 12/7,Week 28,2024,Martz,commuter,17.0,693.0,2024-07-08,7.0,3.0,28,190.0,July
8/7 - 12/7,Week 28,2024,Greyhound,intercity,57.0,1842.0,2024-07-08,7.0,3.0,28,190.0,July
15/7 - 19/7,Week 29,2024,Academy,commuter,44.0,1444.0,2024-07-15,7.0,3.0,29,197.0,July
15/7 - 19/7,Week 29,2024,Greyhound,intercity,57.0,1895.0,2024-07-15,7.0,3.0,29,197.0,July
15/7 - 19/7,Week 29,2024,Martz,commuter,17.0,763.0,2024-07-15,7.0,3.0,29,197.0,July
15/7 - 19/7,Week 29,2024,NJ Transit,commuter,2413.0,82025.0,2024-07-15,7.0,3.0,29,197.0,July
15/7 - 19/7,Week 29,2024,Lakeland,commuter,41.0,1434.0,2024-07-15,7.0,3.0,29,197.0,July
15/7 - 19/7,Week 29,2024,Trailways,intercity,24.0,652.0,2024-07-15,7.0,3.0,29,197.0,July
15/7 - 19/7,Week 29,2024,Coach USA,commuter,189.0,5532.0,2024-07-15,7.0,3.0,29,197.0,July
15/7 - 19/7,Week 29,2024,TransBridge,commuter,24.0,640.0,2024-07-15,7.0,3.0,29,197.0,July
15/7 - 19/7,Week 29,2024,Peter Pan/Bonanza,intercity,33.0,918.0,2024-07-15,7.0,3.0,29,197.0,July
15/7 - 19/7,Week 29,2024,HCEE - Community,commuter,78.0,1528.0,2024-07-15,7.0,3.0,29,197.0,July
22/7 - 26/7,Week 30,2024,HCEE - Community,commuter,78.0,1528.0,2024-07-22,7.0,3.0,30,204.0,July
22/7 - 26/7,Week 30,2024,Peter Pan/Bonanza,intercity,33.0,918.0,2024-07-22,7.0,3.0,30,204.0,July
22/7 - 26/7,Week 30,2024,TransBridge,commuter,24.0,639.0,2024-07-22,7.0,3.0,30,204.0,July
22/7 - 26/7,Week 30,2024,Trailways,intercity,26.0,699.0,2024-07-22,7.0,3.0,30,204.0,July
22/7 - 26/7,Week 30,2024,Coach USA,commuter,195.0,5489.0,2024-07-22,7.0,3.0,30,204.0,July
22/7 - 26/7,Week 30,2024,NJ Transit,commuter,2412.0,82384.0,2024-07-22,7.0,3.0,30,204.0,July
22/7 - 26/7,Week 30,2024,Academy,commuter,44.0,1444.0,2024-07-22,7.0,3.0,30,204.0,July
22/7 - 26/7,Week 30,2024,Lakeland,commuter,41.0,1480.0,2024-07-22,7.0,3.0,30,204.0,July
22/7 - 26/7,Week 30,2024,Martz,commuter,17.0,767.0,2024-07-22,7.0,3.0,30,204.0,July
22/7 - 26/7,Week 30,2024,Greyhound,intercity,57.0,1913.0,2024-07-22,7.0,3.0,30,204.0,July
29/7 - 2/8,Week 31,2024,HCEE - Community,commuter,78.0,1528.0,2024-07-29,7.0,3.0,31,211.0,July
29/7 - 2/8,Week 31,2024,Peter Pan/Bonanza,intercity,32.0,838.0,2024-07-29,7.0,3.0,31,211.0,July
29/7 - 2/8,Week 31,2024,TransBridge,commuter,24.0,670.0,2024-07-29,7.0,3.0,31,211.0,July
29/7 - 2/8,Week 31,2024,Trailways,intercity,26.0,710.0,2024-07-29,7.0,3.0,31,211.0,July
29/7 - 2/8,Week 31,2024,Coach USA,commuter,188.0,5505.0,2024-07-29,7.0,3.0,31,211.0,July
29/7 - 2/8,Week 31,2024,NJ Transit,commuter,2395.0,81260.0,2024-07-29,7.0,3.0,31,211.0,July
29/7 - 2/8,Week 31,2024,Martz,commuter,18.0,739.0,2024-07-29,7.0,3.0,31,211.0,July
29/7 - 2/8,Week 31,2024,Greyhound,intercity,59.0,1925.0,2024-07-29,7.0,3.0,31,211.0,July
29/7 - 2/8,Week 31,2024,Academy,commuter,43.0,1414.0,2024-07-29,7.0,3.0,31,211.0,July
29/7 - 2/8,Week 31,2024,Lakeland,commuter,43.0,1457.0,2024-07-29,7.0,3.0,31,211.0,July
5/8 - 9/8,Week 32,2024,HCEE - Community,commuter,78.0,1528.0,2024-08-05,8.0,3.0,32,218.0,August
5/8 - 9/8,Week 32,2024,Peter Pan/Bonanza,intercity,33.0,1067.0,2024-08-05,8.0,3.0,32,218.0,August
5/8 - 9/8,Week 32,2024,TransBridge,commuter,24.0,671.0,2024-08-05,8.0,3.0,32,218.0,August
5/8 - 9/8,Week 32,2024,Coach USA,commuter,191.0,5227.0,2024-08-05,8.0,3.0,32,218.0,August
5/8 - 9/8,Week 32,2024,Trailways,intercity,26.0,699.0,2024-08-05,8.0,3.0,32,218.0,August
5/8 - 9/8,Week 32,2024,Lakeland,commuter,42.0,1373.0,2024-08-05,8.0,3.0,32,218.0,August
5/8 - 9/8,Week 32,2024,Martz,commuter,18.0,781.0,2024-08-05,8.0,3.0,32,218.0,August
5/8 - 9/8,Week 32,2024,Academy,commuter,45.0,1372.0,2024-08-05,8.0,3.0,32,218.0,August
5/8 - 9/8,Week 32,2024,NJ Transit,commuter,2421.0,78702.0,2024-08-05,8.0,3.0,32,218.0,August
5/8 - 9/8,Week 32,2024,Greyhound,intercity,58.0,2028.0,2024-08-05,8.0,3.0,32,218.0,August
12/8 - 16/8,Week 33,2024,Academy,commuter,45.0,1354.0,2024-08-12,8.0,3.0,33,225.0,August
12/8 - 16/8,Week 33,2024,Greyhound,intercity,58.0,1962.0,2024-08-12,8.0,3.0,33,225.0,August
12/8 - 16/8,Week 33,2024,Martz,commuter,18.0,755.0,2024-08-12,8.0,3.0,33,225.0,August
12/8 - 16/8,Week 33,2024,NJ Transit,commuter,2434.0,78940.0,2024-08-12,8.0,3.0,33,225.0,August
12/8 - 16/8,Week 33,2024,Lakeland,commuter,42.0,1342.0,2024-08-12,8.0,3.0,33,225.0,August
12/8 - 16/8,Week 33,2024,Coach USA,commuter,190.0,5228.0,2024-08-12,8.0,3.0,33,225.0,August
12/8 - 16/8,Week 33,2024,TransBridge,commuter,24.0,617.0,2024-08-12,8.0,3.0,33,225.0,August
12/8 - 16/8,Week 33,2024,Peter Pan/Bonanza,intercity,34.0,1100.0,2024-08-12,8.0,3.0,33,225.0,August
12/8 - 16/8,Week 33,2024,HCEE - Community,commuter,78.0,1528.0,2024-08-12,8.0,3.0,33,225.0,August
12/8 - 16/8,Week 33,2024,Trailways,intercity,26.0,699.0,2024-08-12,8.0,3.0,33,225.0,August
19/8 - 23/8,Week 34,2024,HCEE - Community,commuter,78.0,1528.0,2024-08-19,8.0,3.0,34,232.0,August
19/8 - 23/8,Week 34,2024,Trailways,intercity,26.0,699.0,2024-08-19,8.0,3.0,34,232.0,August
19/8 - 23/8,Week 34,2024,Peter Pan/Bonanza,intercity,44.0,1875.0,2024-08-19,8.0,3.0,34,232.0,August
19/8 - 23/8,Week 34,2024,TransBridge,commuter,24.0,623.0,2024-08-19,8.0,3.0,34,232.0,August
19/8 - 23/8,Week 34,2024,Coach USA,commuter,188.0,5070.0,2024-08-19,8.0,3.0,34,232.0,August
19/8 - 23/8,Week 34,2024,Lakeland,commuter,42.0,1331.0,2024-08-19,8.0,3.0,34,232.0,August
19/8 - 23/8,Week 34,2024,Martz,commuter,18.0,744.0,2024-08-19,8.0,3.0,34,232.0,August
19/8 - 23/8,Week 34,2024,Greyhound,intercity,58.0,2123.0,2024-08-19,8.0,3.0,34,232.0,August
19/8 - 23/8,Week 34,2024,Academy,commuter,45.0,1276.0,2024-08-19,8.0,3.0,34,232.0,August
19/8 - 23/8,Week 34,2024,NJ Transit,commuter,2406.0,78900.0,2024-08-19,8.0,3.0,34,232.0,August
26/8 - 30/8,Week 35,2024,HCEE - Community,commuter,78.0,1528.0,2024-08-26,8.0,3.0,35,239.0,August
26/8 - 30/8,Week 35,2024,Peter Pan/Bonanza,intercity,45.0,1599.0,2024-08-26,8.0,3.0,35,239.0,August
26/8 - 30/8,Week 35,2024,TransBridge,commuter,24.0,623.0,2024-08-26,8.0,3.0,35,239.0,August
26/8 - 30/8,Week 35,2024,Coach USA,commuter,182.0,4489.0,2024-08-26,8.0,3.0,35,239.0,August
26/8 - 30/8,Week 35,2024,Trailways,intercity,26.0,699.0,2024-08-26,8.0,3.0,35,239.0,August
26/8 - 30/8,Week 35,2024,Lakeland,commuter,42.0,1085.0,2024-08-26,8.0,3.0,35,239.0,August
26/8 - 30/8,Week 35,2024,Martz,commuter,18.0,770.0,2024-08-26,8.0,3.0,35,239.0,August
26/8 - 30/8,Week 35,2024,Greyhound,intercity,58.0,1886.0,2024-08-26,8.0,3.0,35,239.0,August
26/8 - 30/8,Week 35,2024,Academy,commuter,45.0,1134.0,2024-08-26,8.0,3.0,35,239.0,August
26/8 - 30/8,Week 35,2024,NJ Transit,commuter,2382.0,86709.0,2024-08-26,8.0,3.0,35,239.0,August
2/9 - 6/9,Week 36,2024,Coach USA,commuter,162.0,4457.0,2024-09-02,9.0,3.0,36,246.0,September
2/9 - 6/9,Week 36,2024,Peter Pan/Bonanza,intercity,45.0,1875.0,2024-09-02,9.0,3.0,36,246.0,September
2/9 - 6/9,Week 36,2024,TransBridge,commuter,20.0,548.0,2024-09-02,9.0,3.0,36,246.0,September
2/9 - 6/9,Week 36,2024,Trailways,intercity,26.0,699.0,2024-09-02,9.0,3.0,36,246.0,September
2/9 - 6/9,Week 36,2024,HCEE - Community,commuter,78.0,1528.0,2024-09-02,9.0,3.0,36,246.0,September
2/9 - 6/9,Week 36,2024,NJ Transit,commuter,2414.0,85373.0,2024-09-02,9.0,3.0,36,246.0,September
2/9 - 6/9,Week 36,2024,Academy,commuter,23.0,1350.0,2024-09-02,9.0,3.0,36,246.0,September
2/9 - 6/9,Week 36,2024,Lakeland,commuter,38.0,1152.0,2024-09-02,9.0,3.0,36,246.0,September
2/9 - 6/9,Week 36,2024,Martz,commuter,15.0,626.0,2024-09-02,9.0,3.0,36,246.0,September
2/9 - 6/9,Week 36,2024,Greyhound,intercity,58.0,1788.0,2024-09-02,9.0,3.0,36,246.0,September
9/9 - 13/9,Week 37,2024,Academy,commuter,45.0,1488.0,2024-09-09,9.0,3.0,37,253.0,September
9/9 - 13/9,Week 37,2024,Greyhound,intercity,58.0,1465.0,2024-09-09,9.0,3.0,37,253.0,September
9/9 - 13/9,Week 37,2024,Martz,commuter,18.0,746.0,2024-09-09,9.0,3.0,37,253.0,September
9/9 - 13/9,Week 37,2024,NJ Transit,commuter,2419.0,87753.0,2024-09-09,9.0,3.0,37,253.0,September
9/9 - 13/9,Week 37,2024,Lakeland,commuter,42.0,1487.0,2024-09-09,9.0,3.0,37,253.0,September
9/9 - 13/9,Week 37,2024,Trailways,intercity,23.0,448.0,2024-09-09,9.0,3.0,37,253.0,September
9/9 - 13/9,Week 37,2024,Coach USA,commuter,189.0,5566.0,2024-09-09,9.0,3.0,37,253.0,September
9/9 - 13/9,Week 37,2024,TransBridge,commuter,24.0,664.0,2024-09-09,9.0,3.0,37,253.0,September
9/9 - 13/9,Week 37,2024,Peter Pan/Bonanza,intercity,45.0,1875.0,2024-09-09,9.0,3.0,37,253.0,September
9/9 - 13/9,Week 37,2024,HCEE - Community,commuter,83.0,1684.0,2024-09-09,9.0,3.0,37,253.0,September
16/9 - 20/9,Week 38,2024,HCEE - Community,commuter,86.0,1770.0,2024-09-16,9.0,3.0,38,260.0,September
16/9 - 20/9,Week 38,2024,Peter Pan/Bonanza,intercity,45.0,1875.0,2024-09-16,9.0,3.0,38,260.0,September
16/9 - 20/9,Week 38,2024,TransBridge,commuter,23.0,702.0,2024-09-16,9.0,3.0,38,260.0,September
16/9 - 20/9,Week 38,2024,Coach USA,commuter,186.0,5695.0,2024-09-16,9.0,3.0,38,260.0,September
16/9 - 20/9,Week 38,2024,Trailways,intercity,23.0,494.0,2024-09-16,9.0,3.0,38,260.0,September
16/9 - 20/9,Week 38,2024,NJ Transit,commuter,2419.0,87202.0,2024-09-16,9.0,3.0,38,260.0,September
16/9 - 20/9,Week 38,2024,Martz,commuter,18.0,771.0,2024-09-16,9.0,3.0,38,260.0,September
16/9 - 20/9,Week 38,2024,Greyhound,intercity,58.0,1181.0,2024-09-16,9.0,3.0,38,260.0,September
16/9 - 20/9,Week 38,2024,Academy,commuter,45.0,1472.0,2024-09-16,9.0,3.0,38,260.0,September
16/9 - 20/9,Week 38,2024,Lakeland,commuter,42.0,1475.0,2024-09-16,9.0,3.0,38,260.0,September
23/9 - 27/9,Week 39,2024,HCEE - Community,commuter,87.0,1727.0,2024-09-23,9.0,3.0,39,267.0,September
23/9 - 27/9,Week 39,2024,Peter Pan/Bonanza,intercity,45.0,1875.0,2024-09-23,9.0,3.0,39,267.0,September
23/9 - 27/9,Week 39,2024,TransBridge,commuter,23.0,661.0,2024-09-23,9.0,3.0,39,267.0,September
23/9 - 27/9,Week 39,2024,Coach USA,commuter,186.0,5696.0,2024-09-23,9.0,3.0,39,267.0,September
23/9 - 27/9,Week 39,2024,Trailways,intercity,22.0,505.0,2024-09-23,9.0,3.0,39,267.0,September
23/9 - 27/9,Week 39,2024,Lakeland,commuter,42.0,1508.0,2024-09-23,9.0,3.0,39,267.0,September
23/9 - 27/9,Week 39,2024,Martz,commuter,18.0,747.0,2024-09-23,9.0,3.0,39,267.0,September
23/9 - 27/9,Week 39,2024,Greyhound,intercity,50.0,1221.0,2024-09-23,9.0,3.0,39,267.0,September
23/9 - 27/9,Week 39,2024,Academy,commuter,45.0,1487.0,2024-09-23,9.0,3.0,39,267.0,September
23/9 - 27/9,Week 39,2024,NJ Transit,commuter,2420.0,88750.0,2024-09-23,9.0,3.0,39,267.0,September
30/9 - 4/10,Week 40,2024,HCEE - Community,commuter,87.0,1727.0,2024-09-30,9.0,3.0,40,274.0,September
30/9 - 4/10,Week 40,2024,Peter Pan/Bonanza,intercity,45.0,1875.0,2024-09-30,9.0,3.0,40,274.0,September
30/9 - 4/10,Week 40,2024,TransBridge,commuter,23.0,699.0,2024-09-30,9.0,3.0,40,274.0,September
30/9 - 4/10,Week 40,2024,Trailways,intercity,22.0,505.0,2024-09-30,9.0,3.0,40,274.0,September
30/9 - 4/10,Week 40,2024,Coach USA,commuter,185.0,5375.0,2024-09-30,9.0,3.0,40,274.0,September
30/9 - 4/10,Week 40,2024,NJ Transit,commuter,2433.0,84487.0,2024-09-30,9.0,3.0,40,274.0,September
30/9 - 4/10,Week 40,2024,Academy,commuter,44.0,1446.0,2024-09-30,9.0,3.0,40,274.0,September
30/9 - 4/10,Week 40,2024,Lakeland,commuter,41.0,1444.0,2024-09-30,9.0,3.0,40,274.0,September
30/9 - 4/10,Week 40,2024,Martz,commuter,18.0,773.0,2024-09-30,9.0,3.0,40,274.0,September
30/9 - 4/10,Week 40,2024,Greyhound,intercity,59.0,1220.0,2024-09-30,9.0,3.0,40,274.0,September
7/10 - 11/10,Week 41,2024,Academy,commuter,46.0,1475.0,2024-10-07,10.0,4.0,41,281.0,October
7/10 - 11/10,Week 41,2024,Greyhound,intercity,59.0,1281.0,2024-10-07,10.0,4.0,41,281.0,October
7/10 - 11/10,Week 41,2024,Martz,commuter,18.0,743.0,2024-10-07,10.0,4.0,41,281.0,October
7/10 - 11/10,Week 41,2024,NJ Transit,commuter,2427.0,87870.0,2024-10-07,10.0,4.0,41,281.0,October
7/10 - 11/10,Week 41,2024,Lakeland,commuter,42.0,1468.0,2024-10-07,10.0,4.0,41,281.0,October
7/10 - 11/10,Week 41,2024,Trailways,intercity,23.0,581.0,2024-10-07,10.0,4.0,41,281.0,October
7/10 - 11/10,Week 41,2024,Coach USA,commuter,194.0,5523.0,2024-10-07,10.0,4.0,41,281.0,October
7/10 - 11/10,Week 41,2024,TransBridge,commuter,23.0,650.0,2024-10-07,10.0,4.0,41,281.0,October
7/10 - 11/10,Week 41,2024,Peter Pan/Bonanza,intercity,45.0,1875.0,2024-10-07,10.0,4.0,41,281.0,October
7/10 - 11/10,Week 41,2024,HCEE - Community,commuter,87.0,1717.0,2024-10-07,10.0,4.0,41,281.0,October
14/10 - 18/10,Week 42,2024,HCEE - Community,commuter,87.0,1717.0,2024-10-14,10.0,4.0,42,288.0,October
14/10 - 18/10,Week 42,2024,Peter Pan/Bonanza,intercity,45.0,1875.0,2024-10-14,10.0,4.0,42,288.0,October
14/10 - 18/10,Week 42,2024,TransBridge,commuter,22.0,704.0,2024-10-14,10.0,4.0,42,288.0,October
14/10 - 18/10,Week 42,2024,Trailways,intercity,24.0,836.0,2024-10-14,10.0,4.0,42,288.0,October
14/10 - 18/10,Week 42,2024,Coach USA,commuter,193.0,5228.0,2024-10-14,10.0,4.0,42,288.0,October
14/10 - 18/10,Week 42,2024,NJ Transit,commuter,2396.0,86220.0,2024-10-14,10.0,4.0,42,288.0,October
14/10 - 18/10,Week 42,2024,Academy,commuter,42.0,1328.0,2024-10-14,10.0,4.0,42,288.0,October
14/10 - 18/10,Week 42,2024,Lakeland,commuter,42.0,1417.0,2024-10-14,10.0,4.0,42,288.0,October
14/10 - 18/10,Week 42,2024,Martz,commuter,17.0,746.0,2024-10-14,10.0,4.0,42,288.0,October
14/10 - 18/10,Week 42,2024,Greyhound,intercity,59.0,1568.0,2024-10-14,10.0,4.0,42,288.0,October
21/10 - 25/10,Week 43,2024,HCEE - Community,commuter,87.0,1717.0,2024-10-21,10.0,4.0,43,295.0,October
21/10 - 25/10,Week 43,2024,Peter Pan/Bonanza,intercity,45.0,1875.0,2024-10-21,10.0,4.0,43,295.0,October
21/10 - 25/10,Week 43,2024,TransBridge,commuter,23.0,700.0,2024-10-21,10.0,4.0,43,295.0,October
21/10 - 25/10,Week 43,2024,Trailways,intercity,23.0,554.0,2024-10-21,10.0,4.0,43,295.0,October
21/10 - 25/10,Week 43,2024,Coach USA,commuter,196.0,5680.0,2024-10-21,10.0,4.0,43,295.0,October
21/10 - 25/10,Week 43,2024,NJ Transit,commuter,2402.0,86549.0,2024-10-21,10.0,4.0,43,295.0,October
21/10 - 25/10,Week 43,2024,Martz,commuter,18.0,745.0,2024-10-21,10.0,4.0,43,295.0,October
21/10 - 25/10,Week 43,2024,Greyhound,intercity,60.0,1422.0,2024-10-21,10.0,4.0,43,295.0,October
21/10 - 25/10,Week 43,2024,Academy,commuter,46.0,1467.0,2024-10-21,10.0,4.0,43,295.0,October
21/10 - 25/10,Week 43,2024,Lakeland,commuter,42.0,1464.0,2024-10-21,10.0,4.0,43,295.0,October
28/10 - 1/11,Week 44,2024,HCEE - Community,commuter,87.0,1717.0,2024-10-28,10.0,4.0,44,302.0,October
28/10 - 1/11,Week 44,2024,Peter Pan/Bonanza,intercity,45.0,1875.0,2024-10-28,10.0,4.0,44,302.0,October
28/10 - 1/11,Week 44,2024,TransBridge,commuter,23.0,637.0,2024-10-28,10.0,4.0,44,302.0,October
28/10 - 1/11,Week 44,2024,Coach USA,commuter,195.0,5440.0,2024-10-28,10.0,4.0,44,302.0,October
28/10 - 1/11,Week 44,2024,Trailways,intercity,22.0,562.0,2024-10-28,10.0,4.0,44,302.0,October
28/10 - 1/11,Week 44,2024,Lakeland,commuter,42.0,1398.0,2024-10-28,10.0,4.0,44,302.0,October
28/10 - 1/11,Week 44,2024,Martz,commuter,18.0,744.0,2024-10-28,10.0,4.0,44,302.0,October
28/10 - 1/11,Week 44,2024,Academy,commuter,46.0,1457.0,2024-10-28,10.0,4.0,44,302.0,October
28/10 - 1/11,Week 44,2024,NJ Transit,commuter,2411.0,88869.0,2024-10-28,10.0,4.0,44,302.0,October
28/10 - 1/11,Week 44,2024,Greyhound,intercity,59.0,1232.0,2024-10-28,10.0,4.0,44,302.0,October
4/11 - 8/11,Week 45,2024,Academy,commuter,46.0,1352.0,2024-11-04,11.0,4.0,45,309.0,November
4/11 - 8/11,Week 45,2024,Greyhound,intercity,59.0,1219.0,2024-11-04,11.0,4.0,45,309.0,November
4/11 - 8/11,Week 45,2024,Martz,commuter,18.0,707.0,2024-11-04,11.0,4.0,45,309.0,November
4/11 - 8/11,Week 45,2024,NJ Transit,commuter,2417.0,82028.0,2024-11-04,11.0,4.0,45,309.0,November
4/11 - 8/11,Week 45,2024,Lakeland,commuter,42.0,1360.0,2024-11-04,11.0,4.0,45,309.0,November
4/11 - 8/11,Week 45,2024,Trailways,intercity,22.0,527.0,2024-11-04,11.0,4.0,45,309.0,November
4/11 - 8/11,Week 45,2024,Coach USA,commuter,189.0,5260.0,2024-11-04,11.0,4.0,45,309.0,November
4/11 - 8/11,Week 45,2024,TransBridge,commuter,23.0,645.0,2024-11-04,11.0,4.0,45,309.0,November
4/11 - 8/11,Week 45,2024,Peter Pan/Bonanza,intercity,45.0,1875.0,2024-11-04,11.0,4.0,45,309.0,November
4/11 - 8/11,Week 45,2024,HCEE - Community,commuter,88.0,1715.0,2024-11-04,11.0,4.0,45,309.0,November
11/11 - 15/11,Week 46,2024,Coach USA,commuter,189.0,5364.0,2024-11-11,11.0,4.0,46,316.0,November
11/11 - 15/11,Week 46,2024,HCEE - Community,commuter,88.0,1675.0,2024-11-11,11.0,4.0,46,316.0,November
11/11 - 15/11,Week 46,2024,Peter Pan/Bonanza,intercity,45.0,1875.0,2024-11-11,11.0,4.0,46,316.0,November
11/11 - 15/11,Week 46,2024,TransBridge,commuter,23.0,672.0,2024-11-11,11.0,4.0,46,316.0,November
11/11 - 15/11,Week 46,2024,Trailways,intercity,22.0,517.0,2024-11-11,11.0,4.0,46,316.0,November
11/11 - 15/11,Week 46,2024,Lakeland,commuter,42.0,1378.0,2024-11-11,11.0,4.0,46,316.0,November
11/11 - 15/11,Week 46,2024,NJ Transit,commuter,2423.0,85805.0,2024-11-11,11.0,4.0,46,316.0,November
11/11 - 15/11,Week 46,2024,Martz,commuter,18.0,712.0,2024-11-11,11.0,4.0,46,316.0,November
11/11 - 15/11,Week 46,2024,Greyhound,intercity,59.0,1297.0,2024-11-11,11.0,4.0,46,316.0,November
11/11 - 15/11,Week 46,2024,Academy,commuter,41.0,1375.0,2024-11-11,11.0,4.0,46,316.0,November
18/11 - 22/11,Week 47,2024,HCEE - Community,commuter,88.0,295.0,2024-11-18,11.0,4.0,47,323.0,November
18/11 - 22/11,Week 47,2024,Peter Pan/Bonanza,intercity,45.0,44.0,2024-11-18,11.0,4.0,47,323.0,November
18/11 - 22/11,Week 47,2024,TransBridge,commuter,23.0,61.0,2024-11-18,11.0,4.0,47,323.0,November
18/11 - 22/11,Week 47,2024,Coach USA,commuter,186.0,460.0,2024-11-18,11.0,4.0,47,323.0,November
18/11 - 22/11,Week 47,2024,Trailways,intercity,20.0,35.0,2024-11-18,11.0,4.0,47,323.0,November
18/11 - 22/11,Week 47,2024,Lakeland,commuter,42.0,75.0,2024-11-18,11.0,4.0,47,323.0,November
18/11 - 22/11,Week 47,2024,NJ Transit,commuter,2442.0,2500.0,2024-11-18,11.0,4.0,47,323.0,November
18/11 - 22/11,Week 47,2024,Martz,commuter,18.0,47.0,2024-11-18,11.0,4.0,47,323.0,November
18/11 - 22/11,Week 47,2024,Greyhound,intercity,59.0,118.0,2024-11-18,11.0,4.0,47,323.0,November
18/11 - 22/11,Week 47,2024,Academy,commuter,46.0,113.0,2024-11-18,11.0,4.0,47,323.0,November
25/11 - 29/11,Week 48,2024,Peter Pan/Bonanza,intercity,0.0,0.0,2024-11-25,11.0,4.0,48,330.0,November
25/11 - 29/11,Week 48,2024,TransBridge,commuter,0.0,0.0,2024-11-25,11.0,4.0,48,330.0,November
25/11 - 29/11,Week 48,2024,Coach USA,commuter,0.0,0.0,2024-11-25,11.0,4.0,48,330.0,November
25/11 - 29/11,Week 48,2024,HCEE - Community,commuter,0.0,0.0,2024-11-25,11.0,4.0,48,330.0,November
25/11 - 29/11,Week 48,2024,Trailways,intercity,0.0,0.0,2024-11-25,11.0,4.0,48,330.0,November
25/11 - 29/11,Week 48,2024,NJ Transit,commuter,0.0,0.0,2024-11-25,11.0,4.0,48,330.0,November
25/11 - 29/11,Week 48,2024,Academy,commuter,0.0,0.0,2024-11-25,11.0,4.0,48,330.0,November
25/11 - 29/11,Week 48,2024,Lakeland,commuter,0.0,0.0,2024-11-25,11.0,4.0,48,330.0,November
25/11 - 29/11,Week 48,2024,Martz,commuter,0.0,0.0,2024-11-25,11.0,4.0,48,330.0,November
25/11 - 29/11,Week 48,2024,Greyhound,intercity,0.0,0.0,2024-11-25,11.0,4.0,48,330.0,November
2/12 - 6/12,Week 49,2024,HCEE - Community,commuter,85.0,1778.0,2024-12-02,12.0,4.0,49,337.0,December
2/12 - 6/12,Week 49,2024,Peter Pan/Bonanza,intercity,45.0,1875.0,2024-12-02,12.0,4.0,49,337.0,December
2/12 - 6/12,Week 49,2024,TransBridge,commuter,21.0,631.0,2024-12-02,12.0,4.0,49,337.0,December
2/12 - 6/12,Week 49,2024,Trailways,intercity,22.0,530.0,2024-12-02,12.0,4.0,49,337.0,December
2/12 - 6/12,Week 49,2024,Coach USA,commuter,193.0,5864.0,2024-12-02,12.0,4.0,49,337.0,December
2/12 - 6/12,Week 49,2024,NJ Transit,commuter,2405.0,86272.0,2024-12-02,12.0,4.0,49,337.0,December
2/12 - 6/12,Week 49,2024,Martz,commuter,18.0,746.0,2024-12-02,12.0,4.0,49,337.0,December
2/12 - 6/12,Week 49,2024,Greyhound,intercity,59.0,1125.0,2024-12-02,12.0,4.0,49,337.0,December
2/12 - 6/12,Week 49,2024,Academy,commuter,49.0,1577.0,2024-12-02,12.0,4.0,49,337.0,December
2/12 - 6/12,Week 49,2024,Lakeland,commuter,45.0,1518.0,2024-12-02,12.0,4.0,49,337.0,December
9/12 - 13/12,Week 50,2024,HCEE - Community,commuter,87.0,1779.0,2024-12-09,12.0,4.0,50,344.0,December
9/12 - 13/12,Week 50,2024,Peter Pan/Bonanza,intercity,45.0,1875.0,2024-12-09,12.0,4.0,50,344.0,December
9/12 - 13/12,Week 50,2024,TransBridge,commuter,23.0,726.0,2024-12-09,12.0,4.0,50,344.0,December
9/12 - 13/12,Week 50,2024,Coach USA,commuter,188.0,5256.0,2024-12-09,12.0,4.0,50,344.0,December
9/12 - 13/12,Week 50,2024,Trailways,intercity,23.0,454.0,2024-12-09,12.0,4.0,50,344.0,December
9/12 - 13/12,Week 50,2024,Lakeland,commuter,42.0,1362.0,2024-12-09,12.0,4.0,50,344.0,December
9/12 - 13/12,Week 50,2024,Martz,commuter,18.0,746.0,2024-12-09,12.0,4.0,50,344.0,December
9/12 - 13/12,Week 50,2024,Greyhound,intercity,59.0,1125.0,2024-12-09,12.0,4.0,50,344.0,December
9/12 - 13/12,Week 50,2024,Academy,commuter,46.0,1408.0,2024-12-09,12.0,4.0,50,344.0,December
9/12 - 13/12,Week 50,2024,NJ Transit,commuter,2447.0,84180.0,2024-12-09,12.0,4.0,50,344.0,December
16/12 - 20/12,Week 51,2024,HCEE - Community,commuter,87.0,295.0,2024-12-16,12.0,4.0,51,351.0,December
16/12 - 20/12,Week 51,2024,Peter Pan/Bonanza,intercity,45.0,44.0,2024-12-16,12.0,4.0,51,351.0,December
16/12 - 20/12,Week 51,2024,TransBridge,commuter,23.0,61.0,2024-12-16,12.0,4.0,51,351.0,December
16/12 - 20/12,Week 51,2024,Coach USA,commuter,186.0,460.0,2024-12-16,12.0,4.0,51,351.0,December
16/12 - 20/12,Week 51,2024,Trailways,intercity,23.0,35.0,2024-12-16,12.0,4.0,51,351.0,December
