carrier,year,week,date,forecasted_passengers,market_share,date_key,month_name
HCEE - Community,2029,45,2029-11-05,1212.9917581088257,0.013735918070247459,20291105,November
HCEE - Community,2029,46,2029-11-12,1215.5781048180106,0.013735918070247459,20291112,November
HCEE - Community,2029,47,2029-11-19,883.9805005843376,0.013735918070247459,20291119,November
HCEE - Community,2029,48,2029-11-26,807.1271076818882,0.013735918070247459,20291126,November
HCEE - Community,2029,49,2029-12-03,1021.4818674578348,0.013735918070247459,20291203,December
HCEE - Community,2029,50,2029-12-10,1035.5833197436336,0.013735918070247459,20291210,December
HCEE - Community,2029,51,2029-12-17,815.9574193043392,0.013735918070247459,20291217,December
HCEE - Community,2029,52,2029-12-24,738.7255566787082,0.013735918070247459,20291224,December
HCEE - Community,2029,1,2029-12-31,1171.8980946401543,0.013735918070247459,20291231,December
HCEE - Community,2030,2,2030-01-07,1008.5682301359386,0.012666056267316202,20300107,January
HCEE - Community,2030,3,2030-01-14,1009.0049446945627,0.012666056267316202,20300114,January
HCEE - Community,2030,4,2030-01-21,1002.9146367328245,0.012666056267316202,20300121,January
HCEE - Community,2030,5,2030-01-28,1009.6275871094305,0.012666056267316202,20300128,January
HCEE - Community,2030,6,2030-02-04,1009.7001111611208,0.012666056267316202,20300204,February
HCEE - Community,2030,7,2030-02-11,1029.0214380212688,0.012666056267316202,20300211,February
HCEE - Community,2030,8,2030-02-18,1039.4013343857196,0.012666056267316202,20300218,February
HCEE - Community,2030,9,2030-02-25,1055.4894244851528,0.012666056267316202,20300225,February
HCEE - Community,2030,10,2030-03-04,1046.0584287457066,0.012666056267316202,20300304,March
HCEE - Community,2030,11,2030-03-11,1054.837978165908,0.012666056267316202,20300311,March
HCEE - Community,2030,12,2030-03-18,1057.9993771523662,0.012666056267316202,20300318,March
HCEE - Community,2030,13,2030-03-25,1058.4110706943281,0.012666056267316202,20300325,March
HCEE - Community,2030,14,2030-04-01,1067.8522791136327,0.012666056267316202,20300401,April
HCEE - Community,2030,15,2030-04-08,1051.2670386570198,0.012666056267316202,20300408,April
HCEE - Community,2030,16,2030-04-15,1057.2993242610444,0.012666056267316202,20300415,April
HCEE - Community,2030,17,2030-04-22,889.0599308266359,0.012666056267316202,20300422,April
HCEE - Community,2030,18,2030-04-29,842.102514788922,0.012666056267316202,20300429,April
HCEE - Community,2030,19,2030-05-06,1061.5495984928934,0.012666056267316202,20300506,May
HCEE - Community,2030,20,2030-05-13,1067.68815643905,0.012666056267316202,20300513,May
HCEE - Community,2030,21,2030-05-20,894.0741662982017,0.012666056267316202,20300520,May
HCEE - Community,2030,22,2030-05-27,871.9905996734742,0.012666056267316202,20300527,May
HCEE - Community,2030,23,2030-06-03,994.2614631856868,0.012666056267316202,20300603,June
HCEE - Community,2030,24,2030-06-10,1038.9828594652747,0.012666056267316202,20300610,June
HCEE - Community,2030,25,2030-06-17,1005.1030889719333,0.012666056267316202,20300617,June
HCEE - Community,2030,26,2030-06-24,1011.3350254461251,0.012666056267316202,20300624,June
HCEE - Community,2030,27,2030-07-01,1007.0514953148222,0.012666056267316202,20300701,July
HCEE - Community,2030,28,2030-07-08,1034.7068298908673,0.012666056267316202,20300708,July
HCEE - Community,2030,29,2030-07-15,1056.0861424100528,0.012666056267316202,20300715,July
HCEE - Community,2030,30,2030-07-22,1058.345943005941,0.012666056267316202,20300722,July
HCEE - Community,2030,31,2030-07-29,1049.498645931183,0.012666056267316202,20300729,July
HCEE - Community,2030,32,2030-08-05,1052.9909469714014,0.012666056267316202,20300805,August
HCEE - Community,2030,33,2030-08-12,1051.9716913240154,0.012666056267316202,20300812,August
HCEE - Community,2030,34,2030-08-19,1061.4753972120907,0.012666056267316202,20300819,August
HCEE - Community,2030,35,2030-08-26,1059.4393315085615,0.012666056267316202,20300826,August
HCEE - Community,2030,36,2030-09-02,1065.8556687833982,0.012666056267316202,20300902,September
HCEE - Community,2030,37,2030-09-09,1039.811013159234,0.012666056267316202,20300909,September
HCEE - Community,2030,38,2030-09-16,1063.5593801081186,0.012666056267316202,20300916,September
HCEE - Community,2030,39,2030-09-23,1072.5254083580833,0.012666056267316202,20300923,September
HCEE - Community,2030,40,2030-09-30,1059.289370076244,0.012666056267316202,20300930,September
HCEE - Community,2030,41,2030-10-07,1069.1368213558865,0.012666056267316202,20301007,October
HCEE - Community,2030,42,2030-10-14,1071.636675592218,0.012666056267316202,20301014,October
HCEE - Community,2030,43,2030-10-21,1075.4000049551826,0.012666056267316202,20301021,October
HCEE - Community,2030,44,2030-10-28,1086.8101519603854,0.012666056267316202,20301028,October
HCEE - Community,2030,45,2030-11-04,1066.2197486372127,0.012666056267316202,20301104,November
HCEE - Community,2030,46,2030-11-11,1078.9037927819609,0.012666056267316202,20301111,November
HCEE - Community,2030,47,2030-11-18,792.997985950366,0.012666056267316202,20301118,November
HCEE - Community,2030,48,2030-11-25,753.2504233655723,0.012666056267316202,20301125,November
HCEE - Community,2030,49,2030-12-02,895.0064433608309,0.012666056267316202,20301202,December
HCEE - Community,2030,50,2030-12-09,917.5538502667315,0.012666056267316202,20301209,December
HCEE - Community,2030,51,2030-12-16,727.1136531503083,0.012666056267316202,20301216,December
HCEE - Community,2030,52,2030-12-23,668.1493104032049,0.012666056267316202,20301223,December
Greyhound,2026,2,2026-01-05,1478.6355040673968,0.015958571278160076,20260105,January
Greyhound,2026,3,2026-01-12,1486.4598184725405,0.015958571278160076,20260112,January
Greyhound,2026,4,2026-01-19,1479.776869883609,0.015958571278160076,20260119,January
Greyhound,2026,5,2026-01-26,1478.3405407482878,0.015958571278160076,20260126,January
Greyhound,2026,6,2026-02-02,1490.003718759483,0.015958571278160076,20260202,February
Greyhound,2026,7,2026-02-09,1462.147894574144,0.015958571278160076,20260209,February
Greyhound,2026,8,2026-02-16,1511.3530414086836,0.015958571278160076,20260216,February
Greyhound,2026,9,2026-02-23,1538.2332394591583,0.015958571278160076,20260223,February
Greyhound,2026,10,2026-03-02,1562.387724621622,0.015958571278160076,20260302,March
Greyhound,2026,11,2026-03-09,1555.043550788612,0.015958571278160076,20260309,March
Greyhound,2026,12,2026-03-16,1554.8490708350603,0.015958571278160076,20260316,March
Greyhound,2026,13,2026-03-23,1562.6405918991834,0.015958571278160076,20260323,March
Greyhound,2026,14,2026-03-30,1566.237364177131,0.015958571278160076,20260330,March
Greyhound,2026,15,2026-04-06,1579.381570489358,0.015958571278160076,20260406,April
Greyhound,2026,16,2026-04-13,1556.321291128866,0.015958571278160076,20260413,April
Greyhound,2026,17,2026-04-20,1574.7355300453912,0.015958571278160076,20260420,April
Greyhound,2026,18,2026-04-27,1429.6811904928202,0.015958571278160076,20260427,April
Greyhound,2026,19,2026-05-04,1329.7015038990455,0.015958571278160076,20260504,May
Greyhound,2026,20,2026-05-11,1567.7160558060614,0.015958571278160076,20260511,May
Greyhound,2026,21,2026-05-18,1589.047683816286,0.015958571278160076,20260518,May
Greyhound,2026,22,2026-05-25,1447.2814874177802,0.015958571278160076,20260525,May
Greyhound,2026,23,2026-06-01,1393.1210485316055,0.015958571278160076,20260601,June
Greyhound,2026,24,2026-06-08,1436.08803870481,0.015958571278160076,20260608,June
Greyhound,2026,25,2026-06-15,1516.5311044942243,0.015958571278160076,20260615,June
Greyhound,2026,26,2026-06-22,1472.4297283351134,0.015958571278160076,20260622,June
Greyhound,2026,27,2026-06-29,1485.5442343181005,0.015958571278160076,20260629,June
Greyhound,2026,28,2026-07-06,1530.0684712774512,0.015958571278160076,20260706,July
Greyhound,2026,29,2026-07-13,1559.6319011335781,0.015958571278160076,20260713,July
Greyhound,2026,30,2026-07-20,1573.307015484866,0.015958571278160076,20260720,July
Greyhound,2026,31,2026-07-27,1552.7247276173462,0.015958571278160076,20260727,July
Greyhound,2026,32,2026-08-03,1551.7788481068749,0.015958571278160076,20260803,August
Greyhound,2026,33,2026-08-10,1551.8018326745437,0.015958571278160076,20260810,August
Greyhound,2026,34,2026-08-17,1551.7641585913098,0.015958571278160076,20260817,August
Greyhound,2026,35,2026-08-24,1573.4032161117977,0.015958571278160076,20260824,August
Greyhound,2026,36,2026-08-31,1564.8701012293145,0.015958571278160076,20260831,August
Greyhound,2026,37,2026-09-07,1579.3046376551292,0.015958571278160076,20260907,September
Greyhound,2026,38,2026-09-14,1524.8495246616828,0.015958571278160076,20260914,September
Greyhound,2026,39,2026-09-21,1566.3629996992356,0.015958571278160076,20260921,September
Greyhound,2026,40,2026-09-28,1583.377480021352,0.015958571278160076,20260928,September
Greyhound,2026,41,2026-10-05,1565.4109822101736,0.015958571278160076,20261005,October
Greyhound,2026,42,2026-10-12,1581.9433662657216,0.015958571278160076,20261012,October
Greyhound,2026,43,2026-10-19,1588.9402240752459,0.015958571278160076,20261019,October
Greyhound,2026,44,2026-10-26,1592.1707692946509,0.015958571278160076,20261026,October
Greyhound,2026,45,2026-11-02,1610.3277486577686,0.015958571278160076,20261102,November
Greyhound,2026,46,2026-11-09,1571.9593695851133,0.015958571278160076,20261109,November
Greyhound,2026,47,2026-11-16,1149.985793277405,0.015958571278160076,20261116,November
Greyhound,2026,48,2026-11-23,1080.5093943264317,0.015958571278160076,20261123,November
Greyhound,2026,49,2026-11-30,1192.4766975099712,0.015958571278160076,20261130,November
Greyhound,2026,50,2026-12-07,1260.0732401121418,0.015958571278160076,20261207,December
Greyhound,2026,51,2026-12-14,1008.9049311073483,0.015958571278160076,20261214,December
Greyhound,2026,52,2026-12-21,918.2191024354825,0.015958571278160076,20261221,December
Greyhound,2026,53,2026-12-28,944.0682457947373,0.015958571278160076,20261228,December
Greyhound,2027,1,2027-01-04,1239.2766387888737,0.013918196512763287,20270104,January
Greyhound,2027,2,2027-01-11,1238.1080468507917,0.013918196512763287,20270111,January
Greyhound,2027,3,2027-01-18,1238.5884309757375,0.013918196512763287,20270118,January
Greyhound,2027,4,2027-01-25,1234.880396884834,0.013918196512763287,20270125,January
Greyhound,2027,5,2027-02-01,1275.1689647261444,0.013918196512763287,20270201,February
Greyhound,2027,6,2027-02-08,1274.1075515883902,0.013918196512763287,20270208,February
Greyhound,2027,7,2027-02-15,1293.363426516184,0.013918196512763287,20270215,February
Greyhound,2027,8,2027-02-22,1297.8430521715952,0.013918196512763287,20270222,February
Greyhound,2027,9,2027-03-01,1319.0657215320207,0.013918196512763287,20270301,March
Greyhound,2027,10,2027-03-08,1295.203231569257,0.013918196512763287,20270308,March
Greyhound,2027,11,2027-03-15,1320.3299072191996,0.013918196512763287,20270315,March
Greyhound,2027,12,2027-03-22,1315.2143987494171,0.013918196512763287,20270322,March
Greyhound,2027,13,2027-03-29,1317.0378931893279,0.013918196512763287,20270329,March
Greyhound,2027,14,2027-04-05,1331.0629603704476,0.013918196512763287,20270405,April
Greyhound,2027,15,2027-04-12,1292.6030594991105,0.013918196512763287,20270412,April
Greyhound,2027,16,2027-04-19,1310.5953263430506,0.013918196512763287,20270419,April
Greyhound,2027,17,2027-04-26,817.3283217298745,0.013918196512763287,20270426,April
Greyhound,2027,18,2027-05-03,785.6140044569582,0.013918196512763287,20270503,May
Greyhound,2027,19,2027-05-10,1324.0362544506681,0.013918196512763287,20270510,May
Greyhound,2027,20,2027-05-17,1312.4281462866952,0.013918196512763287,20270517,May
Greyhound,2027,21,2027-05-24,819.372137709317,0.013918196512763287,20270524,May
Greyhound,2027,22,2027-05-31,800.0795557370154,0.013918196512763287,20270531,May
Greyhound,2027,23,2027-06-07,1263.4102142926693,0.013918196512763287,20270607,June
Greyhound,2027,24,2027-06-14,1279.7731984066572,0.013918196512763287,20270614,June
Greyhound,2027,25,2027-06-21,1233.8707409578326,0.013918196512763287,20270621,June
Greyhound,2027,26,2027-06-28,1242.5599817379955,0.013918196512763287,20270628,June
Greyhound,2027,27,2027-07-05,1248.8815418265322,0.013918196512763287,20270705,July
Greyhound,2027,28,2027-07-12,1260.1368725800141,0.013918196512763287,20270712,July
Greyhound,2027,29,2027-07-19,1297.2744832881788,0.013918196512763287,20270719,July
Greyhound,2027,30,2027-07-26,1310.1784094971317,0.013918196512763287,20270726,July
Greyhound,2027,31,2027-08-02,1299.8633554988667,0.013918196512763287,20270802,August
Greyhound,2027,32,2027-08-09,1315.057246933179,0.013918196512763287,20270809,August
Greyhound,2027,33,2027-08-16,1312.1358048290117,0.013918196512763287,20270816,August
Greyhound,2027,34,2027-08-23,1312.1887716005392,0.013918196512763287,20270823,August
Greyhound,2027,35,2027-08-30,1316.7715816859572,0.013918196512763287,20270830,August
Greyhound,2027,36,2027-09-06,1323.9307999281498,0.013918196512763287,20270906,September
Greyhound,2027,37,2027-09-13,1303.4937016092354,0.013918196512763287,20270913,September
Greyhound,2027,38,2027-09-20,1338.2860503461602,0.013918196512763287,20270920,September
Greyhound,2027,39,2027-09-27,1336.2017578993775,0.013918196512763287,20270927,September
Greyhound,2027,40,2027-10-04,1323.381059623166,0.013918196512763287,20271004,October
Greyhound,2027,41,2027-10-11,1330.1645401213786,0.013918196512763287,20271011,October
Greyhound,2027,42,2027-10-18,1329.4692269986622,0.013918196512763287,20271018,October
Greyhound,2027,43,2027-10-25,1341.1597711441627,0.013918196512763287,20271025,October
Greyhound,2027,44,2027-11-01,1335.7588179926815,0.013918196512763287,20271101,November
Greyhound,2027,45,2027-11-08,1334.5452429252707,0.013918196512763287,20271108,November
Greyhound,2027,46,2027-11-15,1333.5893605876063,0.013918196512763287,20271115,November
Greyhound,2027,47,2027-11-22,946.8571125437963,0.013918196512763287,20271122,November
Greyhound,2027,48,2027-11-29,847.1499889717675,0.013918196512763287,20271129,November
Greyhound,2027,49,2027-12-06,1113.5078912469708,0.013918196512763287,20271206,December
Greyhound,2027,50,2027-12-13,1126.006442494579,0.013918196512763287,20271213,December
Greyhound,2027,51,2027-12-20,870.2727045979859,0.013918196512763287,20271220,December
Greyhound,2027,52,2027-12-27,777.302035618285,0.013918196512763287,20271227,December
Greyhound,2028,1,2028-01-03,1038.5472433661882,0.012138692793446005,20280103,January
Greyhound,2028,2,2028-01-10,1049.5542303325803,0.012138692793446005,20280110,January
Greyhound,2028,3,2028-01-17,1050.0542390254752,0.012138692793446005,20280117,January
Greyhound,2028,4,2028-01-24,1042.649173407348,0.012138692793446005,20280124,January
Greyhound,2028,5,2028-01-31,1046.5503765101128,0.012138692793446005,20280131,January
Greyhound,2028,6,2028-02-07,1045.8300655572814,0.012138692793446005,20280207,February
Greyhound,2028,7,2028-02-14,1068.2402089763495,0.012138692793446005,20280214,February
Greyhound,2028,8,2028-02-21,1081.1266776379573,0.012138692793446005,20280221,February
Greyhound,2028,9,2028-02-28,1099.4326101230286,0.012138692793446005,20280228,February
Greyhound,2028,10,2028-03-06,1090.1876447410643,0.012138692793446005,20280306,March
Greyhound,2028,11,2028-03-13,1098.0051920940575,0.012138692793446005,20280313,March
Greyhound,2028,12,2028-03-20,1102.86599808316,0.012138692793446005,20280320,March
Greyhound,2028,13,2028-03-27,1103.1393787831798,0.012138692793446005,20280327,March
Greyhound,2028,14,2028-04-03,1113.4231786921807,0.012138692793446005,20280403,April
Greyhound,2028,15,2028-04-10,1097.3543204325733,0.012138692793446005,20280410,April
Greyhound,2028,16,2028-04-17,1102.6204546305103,0.012138692793446005,20280417,April
Greyhound,2028,17,2028-04-24,954.5161738956793,0.012138692793446005,20280424,April
Greyhound,2028,18,2028-05-01,897.8660758107718,0.012138692793446005,20280501,May
Greyhound,2028,19,2028-05-08,1106.22058145868,0.012138692793446005,20280508,May
Greyhound,2028,20,2028-05-15,1115.900890853567,0.012138692793446005,20280515,May
Greyhound,2028,21,2028-05-22,960.7586210015886,0.012138692793446005,20280522,May
Greyhound,2028,22,2028-05-29,934.7523135975518,0.012138692793446005,20280529,May
Greyhound,2028,23,2028-06-05,1027.2460055103477,0.012138692793446005,20280605,June
Greyhound,2028,24,2028-06-12,1083.19115452645,0.012138692793446005,20280612,June
Greyhound,2028,25,2028-06-19,1045.6483626939266,0.012138692793446005,20280619,June
Greyhound,2028,26,2028-06-26,1052.5185780002341,0.012138692793446005,20280626,June
Greyhound,2028,27,2028-07-03,1046.0205062223642,0.012138692793446005,20280703,July
Greyhound,2028,28,2028-07-10,1080.4523392473366,0.012138692793446005,20280710,July
Greyhound,2028,29,2028-07-17,1102.9628068859877,0.012138692793446005,20280717,July
Greyhound,2028,30,2028-07-24,1104.045279492073,0.012138692793446005,20280724,July
Greyhound,2028,31,2028-07-31,1094.0304391569541,0.012138692793446005,20280731,July
Greyhound,2028,32,2028-08-07,1096.3586015379476,0.012138692793446005,20280807,August
Greyhound,2028,33,2028-08-14,1095.451661265688,0.012138692793446005,20280814,August
Greyhound,2028,34,2028-08-21,1107.8351414989806,0.012138692793446005,20280821,August
Greyhound,2028,35,2028-08-28,1104.5185140575022,0.012138692793446005,20280828,August
Greyhound,2028,36,2028-09-04,1111.8501585268127,0.012138692793446005,20280904,September
Greyhound,2028,37,2028-09-11,1080.8446194694257,0.012138692793446005,20280911,September
Greyhound,2028,38,2028-09-18,1106.7826704325537,0.012138692793446005,20280918,September
Greyhound,2028,39,2028-09-25,1118.7738308957692,0.012138692793446005,20280925,September
Greyhound,2028,40,2028-10-02,1103.988416731059,0.012138692793446005,20281002,October
Greyhound,2028,41,2028-10-09,1115.2277637769319,0.012138692793446005,20281009,October
Greyhound,2028,42,2028-10-16,1118.587560387868,0.012138692793446005,20281016,October
Greyhound,2028,43,2028-10-23,1121.805631842599,0.012138692793446005,20281023,October
Greyhound,2028,44,2028-10-30,1136.8919573819812,0.012138692793446005,20281030,October
Greyhound,2028,45,2028-11-06,1110.7916542278801,0.012138692793446005,20281106,November
Greyhound,2028,46,2028-11-13,1127.4674489935906,0.012138692793446005,20281113,November
Greyhound,2028,47,2028-11-20,810.5588583497222,0.012138692793446005,20281120,November
Greyhound,2028,48,2028-11-27,773.1373110197579,0.012138692793446005,20281127,November
Greyhound,2028,49,2028-12-04,919.4878145530355,0.012138692793446005,20281204,December
Greyhound,2028,50,2028-12-11,947.0802478660296,0.012138692793446005,20281211,December
Greyhound,2028,51,2028-12-18,735.7196900055584,0.012138692793446005,20281218,December
Greyhound,2028,52,2028-12-25,672.2698571241345,0.012138692793446005,20281225,December
Greyhound,2029,1,2029-01-01,872.8082974658869,0.010586706589358529,20290101,January
Greyhound,2029,2,2029-01-08,873.8349768888248,0.010586706589358529,20290108,January
Greyhound,2029,3,2029-01-15,874.1684310491379,0.010586706589358529,20290115,January
Greyhound,2029,4,2029-01-22,871.0614395638265,0.010586706589358529,20290122,January
Greyhound,2029,5,2029-01-29,889.7051419092114,0.010586706589358529,20290129,January
Greyhound,2029,6,2029-02-05,892.6298936666103,0.010586706589358529,20290205,February
Greyhound,2029,7,2029-02-12,906.3521666753899,0.010586706589358529,20290212,February
Greyhound,2029,8,2029-02-19,910.6981593147711,0.010586706589358529,20290219,February
Greyhound,2029,9,2029-02-26,923.3888770632426,0.010586706589358529,20290226,February
Greyhound,2029,10,2029-03-05,910.6412482158595,0.010586706589358529,20290305,March
Greyhound,2029,11,2029-03-12,925.3258323679869,0.010586706589358529,20290312,March
Greyhound,2029,12,2029-03-19,923.3063675272733,0.010586706589358529,20290319,March
Greyhound,2029,13,2029-03-26,924.3278601483738,0.010586706589358529,20290326,March
Greyhound,2029,14,2029-04-02,933.4145622587139,0.010586706589358529,20290402,April
Greyhound,2029,15,2029-04-09,910.3208361771399,0.010586706589358529,20290409,April
Greyhound,2029,16,2029-04-16,920.7860386544886,0.010586706589358529,20290416,April
Greyhound,2029,17,2029-04-23,633.316359080913,0.010586706589358529,20290423,April
Greyhound,2029,18,2029-04-30,607.7525451067993,0.010586706589358529,20290430,April
Greyhound,2029,19,2029-05-07,928.5537537916892,0.010586706589358529,20290507,May
Greyhound,2029,20,2029-05-14,923.7682311526964,0.010586706589358529,20290514,May
Greyhound,2029,21,2029-05-21,635.3537896284387,0.010586706589358529,20290521,May
Greyhound,2029,22,2029-05-28,621.0710772781049,0.010586706589358529,20290528,May
Greyhound,2029,23,2029-06-04,884.0843286706507,0.010586706589358529,20290604,June
Greyhound,2029,24,2029-06-11,901.2934426153473,0.010586706589358529,20290611,June
Greyhound,2029,25,2029-06-18,870.969551019083,0.010586706589358529,20290618,June
Greyhound,2029,26,2029-06-25,876.6742334665684,0.010586706589358529,20290625,June
Greyhound,2029,27,2029-07-02,879.0959506193041,0.010586706589358529,20290702,July
Greyhound,2029,28,2029-07-09,890.3243210581192,0.010586706589358529,20290709,July
Greyhound,2029,29,2029-07-16,913.6756609058134,0.010586706589358529,20290716,July
Greyhound,2029,30,2029-07-23,920.7761170724601,0.010586706589358529,20290723,July
Greyhound,2029,31,2029-07-30,913.6110017403228,0.010586706589358529,20290730,July
Greyhound,2029,32,2029-08-06,922.2434512811162,0.010586706589358529,20290806,August
Greyhound,2029,33,2029-08-13,920.5363958990041,0.010586706589358529,20290813,August
Greyhound,2029,34,2029-08-20,922.4268010254262,0.010586706589358529,20290820,August
Greyhound,2029,35,2029-08-27,924.3920407169539,0.010586706589358529,20290827,August
Greyhound,2029,36,2029-09-03,929.3434964494207,0.010586706589358529,20290903,September
Greyhound,2029,37,2029-09-10,913.6937799635783,0.010586706589358529,20290910,September
Greyhound,2029,38,2029-09-17,936.2995641139883,0.010586706589358529,20290917,September
Greyhound,2029,39,2029-09-24,936.9819001375193,0.010586706589358529,20290924,September
Greyhound,2029,40,2029-10-01,927.8658742683033,0.010586706589358529,20291001,October
Greyhound,2029,41,2029-10-08,933.20286309383,0.010586706589358529,20291008,October
Greyhound,2029,42,2029-10-15,933.3341980231352,0.010586706589358529,20291015,October
Greyhound,2029,43,2029-10-22,940.1033879787334,0.010586706589358529,20291022,October
Greyhound,2029,44,2029-10-29,941.5917804268736,0.010586706589358529,20291029,October
Greyhound,2029,45,2029-11-05,934.8911206906276,0.010586706589358529,20291105,November
Greyhound,2029,46,2029-11-12,936.8844999178817,0.010586706589358529,20291112,November
Greyhound,2029,47,2029-11-19,681.311736320808,0.010586706589358529,20291119,November
Greyhound,2029,48,2029-11-26,622.0783951714266,0.010586706589358529,20291126,November
Greyhound,2029,49,2029-12-03,787.2883895944273,0.010586706589358529,20291203,December
Greyhound,2029,50,2029-12-10,798.1568249673023,0.010586706589358529,20291210,December
Greyhound,2029,51,2029-12-17,628.8841956837331,0.010586706589358529,20291217,December
Greyhound,2029,52,2029-12-24,569.3591559458927,0.010586706589358529,20291224,December
Greyhound,2029,1,2029-12-31,903.2189342667009,0.010586706589358529,20291231,December
Greyhound,2030,2,2030-01-07,735.2138909572166,0.009233148767854252,20300107,January
Greyhound,2030,3,2030-01-14,735.5322418632734,0.009233148767854252,20300114,January
Greyhound,2030,4,2030-01-21,731.0926026996704,0.009233148767854252,20300121,January
Greyhound,2030,5,2030-01-28,735.9861282130825,0.009233148767854252,20300128,January
Greyhound,2030,6,2030-02-04,736.0389959206288,0.009233148767854252,20300204,February
Greyhound,2030,7,2030-02-11,750.1236234895447,0.009233148767854252,20300211,February
Greyhound,2030,8,2030-02-18,757.6902350144904,0.009233148767854252,20300218,February
Greyhound,2030,9,2030-02-25,769.4179366876637,0.009233148767854252,20300225,February
Greyhound,2030,10,2030-03-04,762.5430432833131,0.009233148767854252,20300304,March
Greyhound,2030,11,2030-03-11,768.9430532154198,0.009233148767854252,20300311,March
Greyhound,2030,12,2030-03-18,771.247611677854,0.009233148767854252,20300318,March
Greyhound,2030,13,2030-03-25,771.5477230652879,0.009233148767854252,20300325,March
Greyhound,2030,14,2030-04-01,778.430061185694,0.009233148767854252,20300401,April
Greyhound,2030,15,2030-04-08,766.3399528477346,0.009233148767854252,20300408,April
Greyhound,2030,16,2030-04-15,770.7372955735732,0.009233148767854252,20300415,April
Greyhound,2030,17,2030-04-22,648.0961738692716,0.009233148767854252,20300422,April
Greyhound,2030,18,2030-04-29,613.8657236896828,0.009233148767854252,20300429,April
Greyhound,2030,19,2030-05-06,773.8356091653186,0.009233148767854252,20300506,May
Greyhound,2030,20,2030-05-13,778.3104210199931,0.009233148767854252,20300513,May
Greyhound,2030,21,2030-05-20,651.7513907014821,0.009233148767854252,20300520,May
Greyhound,2030,22,2030-05-27,635.6531789402508,0.009233148767854252,20300527,May
Greyhound,2030,23,2030-06-03,724.7847167256479,0.009233148767854252,20300603,June
Greyhound,2030,24,2030-06-10,757.3851802196484,0.009233148767854252,20300610,June
Greyhound,2030,25,2030-06-17,732.6879141895756,0.009233148767854252,20300617,June
Greyhound,2030,26,2030-06-24,737.2307959961652,0.009233148767854252,20300624,June
Greyhound,2030,27,2030-07-01,734.1082399203672,0.009233148767854252,20300701,July
Greyhound,2030,28,2030-07-08,754.2680918092544,0.009233148767854252,20300708,July
Greyhound,2030,29,2030-07-15,769.8529249157882,0.009233148767854252,20300715,July
Greyhound,2030,30,2030-07-22,771.5002470693589,0.009233148767854252,20300722,July
Greyhound,2030,31,2030-07-29,765.0508512700181,0.009233148767854252,20300729,July
Greyhound,2030,32,2030-08-05,767.5966267162928,0.009233148767854252,20300805,August
Greyhound,2030,33,2030-08-12,766.8536220409485,0.009233148767854252,20300812,August
Greyhound,2030,34,2030-08-19,773.7815188115449,0.009233148767854252,20300819,August
Greyhound,2030,35,2030-08-26,772.2972922184323,0.009233148767854252,20300826,August
Greyhound,2030,36,2030-09-02,776.9745962942217,0.009233148767854252,20300902,September
Greyhound,2030,37,2030-09-09,757.9888777003479,0.009233148767854252,20300909,September
Greyhound,2030,38,2030-09-16,775.3006755010933,0.009233148767854252,20300916,September
Greyhound,2030,39,2030-09-23,781.8366225189765,0.009233148767854252,20300923,September
Greyhound,2030,40,2030-09-30,772.1879751441351,0.009233148767854252,20300930,September
Greyhound,2030,41,2030-10-07,779.3664512798961,0.009233148767854252,20301007,October
Greyhound,2030,42,2030-10-14,781.1887648378706,0.009233148767854252,20301014,October
Greyhound,2030,43,2030-10-21,783.9321112384665,0.009233148767854252,20301021,October
Greyhound,2030,44,2030-10-28,792.2497424362667,0.009233148767854252,20301028,October
Greyhound,2030,45,2030-11-04,777.239998830157,0.009233148767854252,20301104,November
Greyhound,2030,46,2030-11-11,786.4862601837165,0.009233148767854252,20301111,November
Greyhound,2030,47,2030-11-18,578.0700971447642,0.009233148767854252,20301118,November
Greyhound,2030,48,2030-11-25,549.0953988835538,0.009233148767854252,20301125,November
Greyhound,2030,49,2030-12-02,652.4309907782895,0.009233148767854252,20301202,December
Greyhound,2030,50,2030-12-09,668.8673272272855,0.009233148767854252,20301209,December
Greyhound,2030,51,2030-12-16,530.042531707251,0.009233148767854252,20301216,December
Greyhound,2030,52,2030-12-23,487.0594170666186,0.009233148767854252,20301223,December
Academy,2026,2,2026-01-05,1387.0228501481577,0.014969817076377461,20260105,January
Academy,2026,3,2026-01-12,1394.3623890925592,0.014969817076377461,20260112,January
Academy,2026,4,2026-01-19,1388.0934997187308,0.014969817076377461,20260119,January
Academy,2026,5,2026-01-26,1386.7461620377785,0.014969817076377461,20260126,January
Academy,2026,6,2026-02-02,1397.68671795056,0.014969817076377461,20260202,February
Academy,2026,7,2026-02-09,1371.5567727757727,0.014969817076377461,20260209,February
Academy,2026,8,2026-02-16,1417.7132885747408,0.014969817076377461,20260216,February
Academy,2026,9,2026-02-23,1442.928055033383,0.014969817076377461,20260223,February
Academy,2026,10,2026-03-02,1465.5859871347989,0.014969817076377461,20260302,March
Academy,2026,11,2026-03-09,1458.6968404222898,0.014969817076377461,20260309,March
Academy,2026,12,2026-03-16,1458.5144099729127,0.014969817076377461,20260316,March
Academy,2026,13,2026-03-23,1465.82318737182,0.014969817076377461,20260323,March
Academy,2026,14,2026-03-30,1469.197112401058,0.014969817076377461,20260330,March
Academy,2026,15,2026-04-06,1481.5269357090806,0.014969817076377461,20260406,April
Academy,2026,16,2026-04-13,1459.8954150836,0.014969817076377461,20260413,April
